Description,VoteCount,Rating,Year,Title,Genres,Season_Count,Episode_Count,Production_Companies,Actors
"Slanderous accusations force Ayse to marry Kerem, a well-known, rich, handsome playboy.",2400.0,6.7,2019–2020,Afili Ask,"Drama, Back to top",1 seasons,Unknown,Erler Film,"Mesut Akusta, Bulut Aras, Turgut Arseven, Mesut Akusta, Bulut Aras, Turgut Arseven"
"Ot Magazine's writers, illustrators and content producers welcome their affluent friends. The program, where two friendly artists from different disciplines come together and talk about their experiences and ideas about production, art and culture, will inspire the audience.",17.0,6.0,2019,Afili Dostlar,"Comedy, Romance, Back to top",2 years,38,"ARC Film, Arc Film","Caglar Ertugrul, Burcu Özberk, Benian Dönmez, Caglar Ertugrul, Burcu Özberk, Benian Dönmez"
"Osman Aga is one of the most powerful landowners of Urfa. He lost his wife at the birth of his only child, Biricik. He does not want to send his daughter, whom he raised with care, to university.",64.0,2.8,2004,Aga Kizi,"Documentary, Back to top",1 seasons,4,,"Murat Mentes, Tuvana Türkay, Pelin Batu, Murat Mentes, Tuvana Türkay, Pelin Batu"
,46.0,3.4,2012,Agir Roman Yeni Dünya,"Comedy, Back to top",1 seasons,Unknown,Medyapim,"Levent Kirca, Rojda Demirer, Necmettin Aktay, Levent Kirca, Rojda Demirer, Necmettin Aktay"
"Alev gets pregnant that night and does not want to have the child. Young people around the event will hear the name of the young Alev's son to kill the killer. Alev and Adnan's daughters, Zeynep, will grow up in this strange situation, but Zeynep's mother will be mother-in-law without her mother, Alev.",327.0,5.9,2018,Aglama Anne,"Drama, Romance, Back to top",1 seasons,10,Star Yapim,"Tamer Tirasoglu, Begüm Birgören, Nesrin Cavadzade, Tamer Tirasoglu, Begüm Birgören, Nesrin Cavadzade"
,0.0,,2014–,Aglatan Dans,"Drama, Back to top",1 seasons,13,Süreç Film,"Birce Akalay, Özlem Yilmaz, Cansel Elcin, Birce Akalay, Özlem Yilmaz, Cansel Elcin"
,53.0,3.8,1998–1999,Ah Bir Zengin Olsam,"Drama, Back to top",1 seasons,6,Show TV,"Öykü Celik, Ayten Uncuoglu, Kivanç Kasabali, Öykü Celik, Ayten Uncuoglu, Kivanç Kasabali"
"The three sons of Hakim and Seniha Serbetlioglu, one of the prominent families of Bursa, were sent to Istanbul for university education, and to live a life they did not expect. Their middle son Murat is a coupon addict who bets everything in life when he should have studied law.",303.0,4.9,2022,Ah Nerede,Back to top,1 seasons,Unknown,,"Hülya Avsar, Gül Onat, Ayse Tolga, Hülya Avsar, Gül Onat, Ayse Tolga"
,65.0,4.4,2014,Ah Neriman,"Comedy, Romance, Back to top",1 seasons,7,10. Ev,"Oktay Çubuk, Nil Keser, Derya Alabora, Oktay Çubuk, Nil Keser, Derya Alabora"
Anyone has the chance to become a police officer when the minister of internal affairs devises a plan to pare down the crime rate and reconcile relations between the public and the police.,216.0,1.4,2006,Ah Polis Olsam,"Comedy, Back to top",1 seasons,4,Süreç Film,"Perran Kutman, Tarik Ünlüoglu, Zeynep Tugçe Bayat, Perran Kutman, Tarik Ünlüoglu, Zeynep Tugçe Bayat"
,0.0,,2021,Ah Sanal Dünya,"Action, Adventure, Comedy, Back to top",1 seasons,9,"Istanbul Mass Media, Plato Film Production","Kaan Urgancioglu, Safak Sezer, Volkan Girgin, Kaan Urgancioglu, Safak Sezer, Volkan Girgin"
"Classical instruments of art, folk and Sufi music, the making stages and various performance techniques.",0.0,,2020–2021,Ahenk,"Documentary, Back to top",1 seasons,4,SLOTmedia,"Erkan Saka, Mahsun Karaca, Ilyas Salman, Erkan Saka, Mahsun Karaca, Ilyas Salman"
,67.0,4.1,2006,Ahh Istanbul,"Documentary, Back to top",1 seasons,Unknown,TRT 2,
"Aile is a story of Aslan who is the son of a large family, runs a nightclub. An extremely shrewd man. He is a dark and mysterious character. Psychologist Devin will enter the life of this difficult man and it becomes intense.",2200.0,6.6,2023–,Aile,"Drama, Back to top",1 seasons,Unknown,Gold Film,"Tarik Akan, Suzan Aksoy, Ceyda Ates, Tarik Akan, Suzan Aksoy, Ceyda Ates"
,0.0,,2016,Aile Isi,"Comedy, Back to top",1 seasons,Unknown,NTC Medya,"Ufuk Özkan, Pelin Akil, Bülent Çolak, Ufuk Özkan, Pelin Akil, Bülent Çolak"
"Bahar is rushing for everything. Nazim does not move for anything. Bahar always thinks of the future, Nazim lives the moment. Bahar is a ruling feminine. There is, however, a very strong adhesive that holds them together; love. Nazim fell in love with Bahar during his university years.",47.0,3.5,2009,Aile Reisi,"Comedy, Back to top",1 seasons,18,Base Productions,"Emre Kinay, Sermin Hürmeriç, Elif Atakan, Emre Kinay, Sermin Hürmeriç, Elif Atakan"
"A mockumentary on a group of office workers in a family company, where the workday consists of ego clashes, inappropriate behavior. Series concentrates mainly on two siblings and their co-workers with different characters who have to work in the same office. Hande is a young woman working in the tourism industry.",354.0,7.3,2020–2021,Aile Sirketi,"Comedy, Back to top",3 seasons,39,25 Film,"Eslem Akar, Müfit Kayacan, Emrah Kaman, Eslem Akar, Müfit Kayacan, Emrah Kaman"
"Families are Competing, a competition program broadcast in Turkey, continues to be broadcast on 360 TV every weekday, with the presentation of Asuman Krause, as of 28 June 2021.",20.0,5.2,1998–,Aileler Yarisiyor,"Game-Show, Back to top",3 years,4,Acun Medya,"Kubilay Aka, Murat Cemcir, Ahmet Kural, Kubilay Aka, Murat Cemcir, Ahmet Kural"
"Ajans Britanya is a TV show where the presenters interview all sorts of fun people in various locations around London for their Turkish-speaking audience. Topics that are covered include street interviews with London locals; reporting on the latest trends in interior design; presenting the latest fashion, celebrity and movie news.",0.0,,2009,Ajans Britanya,"Comedy, Back to top",1 seasons,Unknown,Elijah Productions,"Yasmine Alice, Gozde Ilcan, Yasmine Alice, Gozde Ilcan"
,77.0,5.8,2003–2004,Akademi Türkiye,"Game-Show, Music, Reality-TV, Back to top",1 seasons,9,Senkron TV,"Deniz Adali, Zeynel Abidin Aggül, Baris Akarsu, Deniz Adali, Zeynel Abidin Aggül, Baris Akarsu"
Funny and extraordinary life of taxi drivers working in a taxi station named Akasya Duragi.,2600.0,3.1,2008–2012,Akasya Duragi,"Comedy, Back to top",5 seasons,174,Erler Film,"Levent Ülgen, Cezmi Baskin, Timur Acar, Levent Ülgen, Cezmi Baskin, Timur Acar"
Famous illusion artists Kivanç and Burak are doing interesting experiments and illusion shows this time with their famous guests.,67.0,7.9,2021,Akil Oyunlari,"Game-Show, Reality-TV, Back to top",1 seasons,9,,"Kivanç Özkönü, Burak Sanli, Mert Firat, Kivanç Özkönü, Burak Sanli, Mert Firat"
"It is the story of the great defense of our superhero Akıncı, who defends goodness, order and justice and comes from the Akıncı tradition, against the rooted Chain tradition that feeds evil and chaos.",74.0,7.9,2023–,Akinci,"Animation, Back to top",1 seasons,2,Neher Prodüksiyon,"Hakan Kandal, Harun Can, Hakan Kandal, Harun Can, Hakan Kandal"
Talking to guests about the political agenda.,0.0,,2013–2020,Aklin Yolu,Back to top,4 seasons,7,,"Banu El, Banu El"
"The struggle of two women who are fighting today with what happened in the past. The fight between two women will be on the screen in the series. Furthermore, the concepts of love, betrayal, and motherhood will be present.",308.0,4.9,2020–2021,Akrep,"Drama, Back to top",2 years,26,1441 Productions,"Demet Akbag, Evrim Alasya, Yusuf Çim, Demet Akbag, Evrim Alasya, Yusuf Çim"
,0.0,,1999,Aksam Günesi,"Romance, Back to top",1 seasons,6,Turkish Radio & Television (TRT),"Mümtaz Alpaslan, Pelin Batu, Ergül Coskun, Mümtaz Alpaslan, Pelin Batu, Ergül Coskun"
"The story of Turkey's most famous actress, who lives a bright life during the day and transitions to a dark world at night.",1800.0,5.4,2023–,Aktris,"Crime, Drama, Thriller, Back to top",1 seasons,8,BKM,"Pinar Deniz, Uraz Kaygilaroglu, Ahmet Rifat Sungar, Pinar Deniz, Uraz Kaygilaroglu, Ahmet Rifat Sungar"
,0.0,,2021,Al Sana Haber,"Action, Back to top",1 seasons,19,Bozdag Film,"Ugur Günes, Gulsim Ali, Ridvan Aybars Duzey, Ugur Günes, Gulsim Ali, Ridvan Aybars Duzey"
An action series about 10 talented soldiers and their struggles to protect their homeland. against his enemies.,258.0,6.3,2023,Al Sancak,"Drama, Romance, Back to top",2 years,37,,"Seçkin Özdemir, Özge Özpirinçci, Baris Falay, Seçkin Özdemir, Özge Özpirinçci, Baris Falay"
A beautiful love story between two young adults. Will it be the love of his life or the dream of his life?,206.0,4.8,2011–2012,Al Yazmalim,"Adventure, Back to top",2 seasons,37,Paranoya Film,"Ugur Yücel, Kenan Imirzalioglu, Settar Tanriögen, Ugur Yücel, Kenan Imirzalioglu, Settar Tanriögen"
"While two police officers, one experienced and the other young, chase the criminals together, Ferit's relationship with a singer will cause the duo to fight a psychopath named Emir.",810.0,7.6,2003–2005,Alacakaranlik,"Drama, Back to top",1 seasons,Unknown,,"Itir Esen, Ruhi Sari, Itir Esen, Ruhi Sari"
,28.0,4.9,2005–2006,Alanya Almanya,"Drama, Back to top",2 seasons,51,Tims & B Productions,"Vahide Perçin, Ercan Kesal, Mustafa Ugurlu, Vahide Perçin, Ercan Kesal, Mustafa Ugurlu"
"He is a distinguished, respected family court judge. She is an honest and principled woman who has saved many marriages from destruction, made sure that many children receive the affection and love they deserve, and has always been on the side of justice.",282.0,5.7,2022–,Aldatmak,"Action, Crime, Drama, Back to top",2 seasons,16,May Productions,"Emre Kayis, Kenan Imirzalioglu, Taner Ölmez, Ahmet Mümtaz Taylan, Emre Kayis, Kenan Imirzalioglu, Taner Ölmez, Ahmet Mümtaz Taylan, Emre Kayis"
Two detectives try to unravel the mystery of the murders that followed the discovery of a body in the Bosphorus.,8600.0,7.9,2020–2022,Alef,"Comedy, Back to top",2 years,40,Süreç Film,"Cenk Acarlar, Elvin Levinler, Oya Basar, Cenk Acarlar, Elvin Levinler, Oya Basar"
"Aslan Kiral is a tradesman who sells worms, leeches, rabbits and similar things at pet shop. For this reason, the intercommunication is worse with mother-in-law. Even with the difficulty of being the father of three daughters, Aslan found himself as a mother-in-law in a house where one and six women lived.",1700.0,3.6,2011–2013,Alemin Kirali,"Drama, Back to top",2 years,28,Ay Yapim,"Demet Evgar, Hazar Ergüçlü, Dilan Çiçek Deniz, Demet Evgar, Hazar Ergüçlü, Dilan Çiçek Deniz"
"The flames that changed all the lives they touch, the flowers sprouting from the ashes of a fire. The story of finding yourself, continuing on the road, seeking justice and true love",1400.0,6.9,2020–2021,Alev Alev,"Drama, Back to top",2 years,16,ATV,"Berk Oktay, Hande Soral, Rojda Demirer, Berk Oktay, Hande Soral, Rojda Demirer"
,28.0,4.0,2013,Ali Ayse'yi Seviyor,"Drama, Romance, Back to top",2 seasons,240,Düs Gezginleri,"Kahraman Sivri, Orhan Aydin, Ayberk Aladar, Kahraman Sivri, Orhan Aydin, Ayberk Aladar"
"Asya, who lost her mother during childbirth and later lost her father when she was two days old, spent her life in orphanages. After her father's death, Asya remains the sole heir to a large fortune, but nobody knows this except her aunt Aysel.",10.0,2.4,2014–2015,Alin Yazim,"Drama, Family, Romance, Back to top",3 seasons,76,"ATV, TMC Film","Sanem Çelik, Halit Ergenç, Ilhan Sesen, Sanem Çelik, Halit Ergenç, Ilhan Sesen"
"After learning that her husband is cheating on her, Aliye tries to start a new life by taking her little son with her in Istanbul. While she encounters a new love, her ex-husband threatens her with the daughter she had to leave behind.",913.0,5.3,2004–2006,Aliye,"Documentary, Back to top",1 seasons,2,TRT Belgesel,
"It has been 50 years since the labor migration to Germany. What happened in these 50 years - The first workers to go are the boss, the workers' children, the teachers and the managers. Metin Türköz, one of the first workers to go, is the life adventures of university student Ceren Gulturk and rapist Çaglar Budakli, who was born and raised there.",0.0,,2013,Almanya'da Yarim Asir,"Action, History, War, Back to top",2 seasons,61,"Akli Film, Akli Film, TRT","Baris Arduç, Aysegül Ünsal, Kutay Sungar, Baris Arduç, Aysegül Ünsal, Kutay Sungar"
"The TRT production is a prequel story of Awakening: the Great Seljuk. It depicts the life and triumphs of Sultan Alparslan, the second sultan of the Seljuk dynasty, whose victories expanded the empire in the 11th century.",2300.0,7.7,2021–2023,Alparslan: Büyük Selçuklu,"Comedy, Sport, Talk-Show, Back to top",1 seasons,Unknown,,"Alper Rende, Alper Rende"
,5.0,7.4,2018,Alper Rende,"Sport, Back to top",1 seasons,Unknown,"Califa Productions, Mihver Produksiyon","Barkin Bayoglu, Barkin Bayoglu"
,37.0,6.8,2011,Altin Elbiseli Adam,"Drama, Back to top",1 seasons,5,ARC Film,"Aytaç Sasmaz, Sifanur Gül, Ebru Cündübeyoglu, Aytaç Sasmaz, Sifanur Gül, Ebru Cündübeyoglu"
"The love story of Onur, the heir of the Beyoglu family, one of the richest people in the country, and the idealist Zeynep, who is a teacher at the family's school, for which they will pay a high price.",63.0,4.6,2023,Altin Kafes,"Comedy, Back to top",1 seasons,1,Play Prodüksiyon,"Susan Harris, Türkan Soray, Hülya Koçyigit, Fatma Girik, Susan Harris, Türkan Soray, Hülya Koçyigit, Fatma Girik, Susan Harris"
,0.0,,2016,Altin Petek,"Game-Show, Back to top",1 seasons,Unknown,,"Ipek Tuzcuoglu, Tolga Üstün, Ipek Tuzcuoglu, Tolga Üstün"
,0.0,,2002,Altinci His,"Drama, Back to top",1 seasons,10,Süreç Film,"David Chase, Safak Sezer, Hande Ataizi, Basak Sayan, David Chase, Safak Sezer, Hande Ataizi, Basak Sayan, David Chase"
"There is a mafia man named ""President"" on the series. Ekrem Altindagli lives with his wife and children. His family life is restless. Neriman, an old and grumpy mother, constantly raises trouble. His uncle, a mafia boss like himself, is like a nightmare with Payidar. Problems do not leave behind.",983.0,1.6,2013,Altindagli,"Comedy, Back to top",1 seasons,4,,"Aras Aydin, Ayça Aysin Turan, Sebnem Bozoklu, Aras Aydin, Ayça Aysin Turan, Sebnem Bozoklu"
"People whom fate brings together with misunderstandings; A lonely man, a young woman who ran away from her angry fiancee, the ALTINSOYLAR family, each of them crazy individuals.",150.0,4.1,2016,Altinsoylar,"Sport, Back to top",2 seasons,8,SSPP,"Sabri Ugan, Fatih Akyel, Suat Satiroglu, Sabri Ugan, Fatih Akyel, Suat Satiroglu"
Turkish remake of The Golden Girls.,56.0,4.9,2009,Altın Kızlar,"Documentary, Back to top",1 seasons,Unknown,TRT Belgesel,
"Football, football, football... This is a weekly sport series in TRT on every Thursday Morning. Every week its telling terrifying stories of amateur football players who plays for his and his neighbours honour.",0.0,,2015,Amatör Küme,"Comedy, Back to top",1 seasons,Unknown,,"Önder Açikalin, Aysen Barutçuoglu, Aysen Gruda, Önder Açikalin, Aysen Barutçuoglu, Aysen Gruda"
,0.0,,2006–2007,Amerika'da Türk Olmak,"Adventure, Family, Game-Show, Back to top",1 seasons,Unknown,,"Meltem Acikel, Nilgün Esin, Selva Hocaoglu, Meltem Acikel, Nilgün Esin, Selva Hocaoglu"
,40.0,5.7,2000,Ana Kuzusu,"Documentary, Back to top",4 seasons,44,TRT 2,"Umit Isin, Umit Isin"
,0.0,,2014–2016,Ana Ocagi,"Documentary, Back to top",1 seasons,Unknown,TRT Belgesel,
Archaeologist Umit Isin explains the archaeological and cultural richness of Anatolia simply and accurately.,21.0,7.0,2019–2021,Anadolu Arkeolojisi,"Comedy, Back to top",1 seasons,Unknown,Mint Prodüksiyon,"Çetin Tekindor, Aysenur Yazicioglu, Hamdi Alkan, Çetin Tekindor, Aysenur Yazicioglu, Hamdi Alkan"
,89.0,3.9,2006,Anadolu Kaplani,"News, Back to top",1 seasons,Unknown,"6 NEWS - Alti Uluslararasi Medya Yayinciligi, Neuquén","Ali Güven, Ali Güven"
,0.0,,2011,Anadolu Kaplanlari,"Drama, Back to top",1 seasons,9,Ay Yapim,"Sinem Kobal, Hazar Ergüçlü, Okan Yalabik, Sinem Kobal, Hazar Ergüçlü, Okan Yalabik"
Drama turkey about young mothers Mother give birth a baby and other upbringing in love..and after years who's belong thes baby ?,231.0,4.9,2015,Analar ve Anneler,"Comedy, Back to top",2 seasons,10,"BKM, Besiktas Kültür Merkezi (BKM)","Sermiyan Midyat, Sermiyan Midyat, Melisa Sözen, Devrim Yakut, Sermiyan Midyat, Sermiyan Midyat, Melisa Sözen, Devrim Yakut, Sermiyan Midyat"
,84.0,4.3,2014,Anasının Oğlu,"Comedy, Drama, Back to top",1 seasons,6,,"Engin Günaydin, Tamer Karadagli, Derya Karadas, Engin Günaydin, Tamer Karadagli, Derya Karadas"
"Amid the onset of andropause, a 50-something family man becomes obsessed with change and decides to pursue happiness. Then he bungles it up completely.",4400.0,6.7,2022–,Andropoz,"Talk-Show, Back to top",1 seasons,Unknown,,"Doruk Akçen, Numan Biçer, Lale Evren Kardes, Doruk Akçen, Numan Biçer, Lale Evren Kardes"
,0.0,,2008–2009,Anime Forum,"Comedy, Back to top",1 seasons,1,STR Film,"Zuhal Topal, Rasim Öztekin, Özlem Türay, Zuhal Topal, Rasim Öztekin, Özlem Türay"
,35.0,6.0,2008–2009,Aninda Görüntü Show,"News, Talk-Show, Back to top",2 years,2,,"Ugur Dündar, Pelin Baynazoglu, Taylan Yildiz, Ugur Dündar, Pelin Baynazoglu, Taylan Yildiz"
,0.0,,2020–,Aninda Manset,"Musical, Back to top",3 years,7,TRT 2,"Semih Kaplanoglu, Iclal Aydin, Murat Tasdemir, Semih Kaplanoglu, Iclal Aydin, Murat Tasdemir"
Impressive music recitals by the world-famous musician and composer Anjelika Akbar.,0.0,,2019–,Anjelika Akbar ile Sesler,"Documentary, Back to top",1 seasons,4,Ankara Film Evi,"Serif Aslan, Serif Aslan"
"Ankara Havasi examines the image of ""Ankara"" that has been created in society and people's perception over the years, and the sui generis subcultures of Ankara.",98.0,5.9,2020,Ankara Havasi,"Comedy, Back to top",1 seasons,46,Tükenmez Kalem Film,"Bülent Emrah Parlak, Burak Kut, Gözde Kansu, Bülent Emrah Parlak, Burak Kut, Gözde Kansu"
"Dikmen is an Ankara artist who plays the baglama. While working in music halls, he gets an offer from a manager from Istanbul. Having argued with his boss, Dikmen accepts the offer and goes to Istanbul. He meets his military friend who is a taxi driver in Istanbul. His friend will accompany him on his Istanbul adventure.",67.0,3.9,2014,Ankara'nin Dikmeni,"Documentary, Back to top",1 seasons,2,,"Yüksel Bingöl, Servet Güngör, Yüksel Bingöl, Servet Güngör"
"Tekhne Kültür and Gazete Solfasol co-produce the documentary series ""People of Ankara"". Throughout the series, we will turn our camera to the ordinary people of Ankara, to the people who keep daily life of the city alive, to the immigrants striving to live on in city's numerous peripheral neighborhoods.",0.0,,2020–2021,Ankara'nin Insanlari,"Drama, Back to top",2 years,33,"MF Yapim, Medyapim","Cansu Dere, Beren Gokyildiz, Vahide Perçin, Cansu Dere, Beren Gokyildiz, Vahide Perçin"
"The series ANNE, adaptation of the Japanese series MOTHER, tells the story of 7-year-old Melek, ignored and mistreated by her mother, becoming mother/daughter with her teacher Zeynep.",1600.0,6.9,2016–2017,Anne,"Comedy, Back to top",1 seasons,3,Erler Film,"Zeki Alasya, Hande Ataizi, Ilker Inanoglu, Zeki Alasya, Hande Ataizi, Ilker Inanoglu"
,46.0,3.7,2002,Anne Babamla Evlensene,"Drama, Back to top",2 seasons,64,Gold Film,"Talat Bulut, Vahide Perçin, Duygu Yetis, Talat Bulut, Vahide Perçin, Duygu Yetis"
"Musa and Zeynep married many years ago with great love. However, while Zeynep is still pregnant she can not forgive a mistake of her partner and divorces Musa from hiding her pregnancy. After she left, she did her marketing and raised her daughter Gonca and tells her that her father died years ago.",205.0,4.0,2007–2009,Annem,"Game-Show, Talk-Show, Back to top",1 seasons,Unknown,,"Deniz Orhun, Deniz Orhun"
,0.0,,2014–2015,Annem Söyler Ben Yaparim,"Comedy, Back to top",1 seasons,8,TIMS Productions,"Hümeyra, Devrim Yakut, Ruzgar Aksoy, Hümeyra, Devrim Yakut, Ruzgar Aksoy"
,35.0,4.0,2012,Annem Uyurken,"Drama, Back to top",2 years,8,Ojo Pictures,"Kutsi, Hande Dogandemir, Yesim Ceren Bozoglu, Kutsi, Hande Dogandemir, Yesim Ceren Bozoglu"
Handan believes that the only way to achieve her dreams is to make the right marriage. The biggest obstacle on this path is her 3 children. Handan's life changes when her path crosses with a mysterious couple.,224.0,4.5,2021–2022,Annemizi Saklarken,"Drama, Back to top",1 seasons,11,NTC Medya,"Irem Helvacioglu, Engin Öztürk, Selin Yeninci, Irem Helvacioglu, Engin Öztürk, Selin Yeninci"
